time,P,G(i),H_sun,T2m,WS10m
20210416:2310,0,0,0,6.46,0.97
20210417:0010,0,0,0,6.41,1.03
20210417:0110,0,0,0,6.15,1.1
20210417:0210,0,0,0,6.03,1.31
20210417:0310,0,0,0,5.86,1.52
20210417:0410,1.5,11,10.15,5.85,1.52
20210417:0510,7.27,26,19.68,6.02,1.72
20210417:0610,15.91,45,28.94,6.26,1.93
20210417:0710,81.75,173,37.42,6.68,0.83
20210417:0810,94.01,197,44.39,7.12,0.41
20210417:0910,64.57,141,48.89,7.46,0.41
20210417:1010,52.99,119,49.95,8.12,0.83
20210417:1110,58.58,130,47.3,8.67,0.97
20210417:1210,45.02,104,41.59,9.13,1.03
20210417:1310,28.82,72,33.85,8.92,1.24
20210417:1410,17.57,49,24.96,8.9,1.38
20210417:1510,22.43,59,15.52,8.68,1.24
20210417:1610,10.45,35,6,8.5,0.9
20210417:1710,0,0,0,8.08,1.24
20210417:1810,0,0,0,7.35,1.66
20210417:1910,0,0,0,6.35,1.79
20210417:2010,0,0,0,5.79,1.86
20210417:2110,0,0,0,4.89,2.07
20210417:2210,0,0,0,4.17,2.07
20210417:2310,0,0,0,3.71,2
20210418:0010,0,0,0,3.8,1.79
20210418:0110,0,0,0,3.85,1.79
20210418:0210,0,0,0,4.18,1.86
20210418:0310,0,0,0,4.22,1.86
20210418:0410,21.1,56,10.45,4.91,1.66
20210418:0510,28.72,71,19.98,6.24,1.79
20210418:0610,52.69,118,29.25,7.83,2
20210418:0710,59.99,132,37.75,8.7,4.21
20210418:0810,68.85,149,44.74,9,4.14
20210418:0910,71.92,155,49.24,9.21,3.93
20210418:1010,57.15,127,50.29,9.32,3.72
20210418:1110,222.42,443,47.61,9.3,3.31
20210418:1210,137.95,281,41.87,9.7,3.31
20210418:1310,154.07,313,34.11,9.86,2.28
20210418:1410,65.48,144,25.19,10.33,1.79
20210418:1510,31.03,77,15.75,10.46,1.17
20210418:1610,18.32,66,6.23,10.23,0.62
20210418:1710,0,0,0,9.78,0.34
20210418:1810,0,0,0,8.76,0.83
20210418:1910,0,0,0,5.54,1.93
20210418:2010,0,0,0,4.35,1.93
20210418:2110,0,0,0,3.44,1.93
20210418:2210,0,0,0,2.86,1.79
20210418:2310,0,0,0,2.43,1.72
20210419:0010,0,0,0,1.89,1.79
20210419:0110,0,0,0,1.4,1.86
20210419:0210,0,0,0,1.06,1.86
20210419:0310,0,0,0,0.93,1.79
20210419:0410,16.27,45,10.75,1.8,1.45
20210419:0510,107.68,225,20.29,4.93,1.17
20210419:0610,193.56,389,29.56,7.62,1.52
20210419:0710,300.34,599.01,38.07,10.06,2.62
20210419:0810,356.78,714.01,45.08,11.45,3.31
20210419:0910,230,464,49.59,11.96,3.17
20210419:1010,141.77,292,50.64,12.13,2.97
20210419:1110,147.29,303,47.93,12.15,2.69
20210419:1210,45.41,106,42.15,12.6,2.62
20210419:1310,93.94,200,34.36,12.62,2.83
20210419:1410,123.43,258,25.42,12.39,2.9
20210419:1510,82.34,187,15.98,12.02,2.9
20210419:1610,10.55,35,6.46,11,2.14
20210419:1710,0,0,0,9.74,1.93
20210419:1810,0,0,0,8.63,1.93
20210419:1910,0,0,0,7.97,1.86
20210419:2010,0,0,0,7,1.86
20210419:2110,0,0,0,6.4,2
20210419:2210,0,0,0,6.14,1.86
20210419:2310,0,0,0,5.47,1.79
20210420:0010,0,0,0,5,1.79
20210420:0110,0,0,0,4.58,1.86
20210420:0210,0,0,0,4.15,1.86
20210420:0310,0,1,1.68,3.72,1.93
20210420:0410,1.84,12,11.05,4.63,2.07
20210420:0510,24.24,62,20.59,6.07,2.48
20210420:0610,135.56,275,29.87,7.69,2.34
20210420:0710,238.46,474,38.39,9,2.69
20210420:0810,122.15,252,45.42,10.19,2.69
20210420:0910,223.34,449,49.94,10.81,2.97
20210420:1010,162.41,331,50.98,11.75,3.45
20210420:1110,123.94,257,48.24,12.12,3.52
20210420:1210,90.02,192,42.43,12.35,3.45
20210420:1310,68.2,150,34.61,12.35,3.52
20210420:1410,70.02,153,25.66,11.53,3.66
20210420:1510,53.66,123,16.2,11.18,3.1
20210420:1610,14.06,44,6.69,10.62,2.62
20210420:1710,0,0,0,9.58,2.55
20210420:1810,0,0,0,8.92,2.62
20210420:1910,0,0,0,7.46,2.41
20210420:2010,0,0,0,6.87,2.41
20210420:2110,0,0,0,6.45,2.41
20210420:2210,0,0,0,5.81,2.41
20210420:2310,0,0,0,5.33,2.34
20210421:0010,0,0,0,4.92,2.21
20210421:0110,0,0,0,4.56,2.14
20210421:0210,0,0,0,4.55,2.07
20210421:0310,0,1,1.98,4.52,1.86
20210421:0410,2.18,13,11.35,5.16,1.59
20210421:0510,36.33,86,20.88,6.54,1.72
20210421:0610,49.6,112,30.17,7.59,1.79
20210421:0710,196.98,394,38.71,8.96,2.48
20210421:0810,193.21,390,45.75,10.24,2.28
20210421:0910,120.28,250,50.29,11.37,2.34
20210421:1010,281.25,569,51.31,12.02,2.55
20210421:1110,347.35,705.01,48.55,12.88,2.69
20210421:1210,114.83,241,42.7,13.23,2.9
20210421:1310,206.78,420,34.85,13.42,3.17
20210421:1410,191.09,396,25.89,13.3,3.1
20210421:1510,36.02,87,16.43,11.2,3.17
20210421:1610,23.02,78,6.92,10.54,1.86
20210421:1710,0,0,0,9.87,2.34
20210421:1810,0,0,0,9.02,2.55
20210421:1910,0,0,0,8.59,2.34
20210421:2010,0,0,0,7.91,2.34
20210421:2110,0,0,0,7.46,2.55
20210421:2210,0,0,0,7.04,2.76
20210421:2310,0,0,0,6.69,2.69
20210422:0010,0,0,0,6.41,2.69
20210422:0110,0,0,0,6.06,2.69
20210422:0210,0,0,0,5.84,2.62
20210422:0310,0,1,2.27,5.56,2.55
20210422:0410,53.89,133,11.64,6.12,2.34
20210422:0510,128.36,269,21.17,8.27,2.34
20210422:0610,152.69,311,30.47,10.49,2.76
20210422:0710,211.66,429,39.02,12.86,2.9
20210422:0810,346.36,704.01,46.08,14.73,3.31
20210422:0910,325.54,663.01,50.63,15.95,4.14
20210422:1010,66.86,150,51.65,16.8,4.62
20210422:1110,197.97,408,48.85,17.14,4.69
20210422:1210,87.13,190,42.97,17.15,4.55
20210422:1310,115.2,245,35.1,17.35,4.55
20210422:1410,126.82,269,26.11,17.16,4.41
20210422:1510,22.59,61,16.65,16.1,3.45
20210422:1610,22.19,73,7.15,15.01,3.52
20210422:1710,0,0,0,13.33,3.1
20210422:1810,0,0,0,12.15,2.28
20210422:1910,0,0,0,11,2.69
20210422:2010,0,0,0,10.25,2.41
20210422:2110,0,0,0,9.45,2.14
20210422:2210,0,0,0,8.57,1.93
20210422:2310,0,0,0,7.7,1.93
20210423:0010,0,0,0,7.44,2
20210423:0110,0,0,0,7.21,2.07
20210423:0210,0,0,0,6.95,2.21
20210423:0310,0,1,2.56,7.03,2.83
20210423:0410,2.5,14,11.92,7.06,3.66
20210423:0510,11.22,35,21.46,6.76,3.86
20210423:0610,93.22,193,30.77,6.15,3.24
20210423:0710,170.51,340,39.33,7.18,2.69
20210423:0810,127.69,261,46.41,8.7,2.55
20210423:0910,274.64,550,50.97,9.88,2.55
20210423:1010,306.5,616,51.98,10.62,2.62
20210423:1110,148.85,304,49.16,10.81,2.9
20210423:1210,146.93,300,43.24,10.87,3.03
20210423:1310,143.26,293,35.34,11.12,3.03
20210423:1410,120.89,251,26.34,10.97,2.9
20210423:1510,38.11,91,16.87,10.72,2.62
20210423:1610,21.61,65,7.37,10.13,2.21
20210423:1710,0,0,0,9.09,2.28
20210423:1810,0,0,0,8,2.48
20210423:1910,0,0,0,6.72,2.83
20210423:2010,0,0,0,5.78,2.97
20210423:2110,0,0,0,5.11,3.1
20210423:2210,0,0,0,4.62,3.24
20210423:2310,0,0,0,4.2,3.38
20210424:0010,0,0,0,3.77,3.31
20210424:0110,0,0,0,3.41,3.17
20210424:0210,0,0,0,3.08,3.17
20210424:0310,0,2,2.85,2.66,3.24
20210424:0410,65.73,159,12.21,3.06,3.45
20210424:0510,26.55,66,21.74,4.07,4.69
20210424:0610,206.65,403,31.06,5.14,4.62
20210424:0710,255.64,496,39.63,6.18,4.69
20210424:0810,246.59,481,46.73,6.98,5.03
20210424:0910,267.35,522,51.3,7.76,5.59
20210424:1010,370.15,721.01,52.31,8.21,5.79
20210424:1110,277.37,542,49.46,8.31,5.66
20210424:1210,274.16,536,43.51,8.64,5.38
20210424:1310,207.58,409,35.58,8.65,5.45
20210424:1410,193.05,386,26.57,8.51,5.66
20210424:1510,65.96,145,17.09,8.09,5.52
20210424:1610,21.84,63,7.6,7.37,4.14
20210424:1710,0,0,0,6.5,3.24
20210424:1810,0,0,0,5.54,2.83
20210424:1910,0,0,0,4.64,2.69
20210424:2010,0,0,0,3.8,2.48
20210424:2110,0,0,0,3.07,2.48
20210424:2210,0,0,0,2.49,2.48
20210424:2310,0,0,0,1.99,2.48
20210425:0010,0,0,0,1.52,2.48
20210425:0110,0,0,0,1.17,2.55
20210425:0210,0,0,0,0.97,2.62
20210425:0310,0,2,3.14,0.82,2.62
20210425:0410,70.06,169,12.48,1.84,2.48
20210425:0510,171.37,351,22.02,4.39,2.62
20210425:0610,257.67,507,31.34,6.65,3.24
20210425:0710,326.97,645.01,39.93,8.23,2.97
20210425:0810,222.59,443,47.04,9.43,3.59
20210425:0910,174.84,352,51.63,10.28,4.14
20210425:1010,144.22,294,52.63,10.85,4.21
20210425:1110,58.76,131,49.75,11.1,4
20210425:1210,248.36,496,43.77,11.22,3.79
20210425:1310,144.37,295,35.82,10.98,3.03
20210425:1410,82.33,176,26.79,10.05,2.21
20210425:1510,17.13,48,17.31,8.72,2.34
20210425:1610,9.83,32,7.82,7.24,2.21
20210425:1710,0,0,0,6.25,1.79
20210425:1810,0,0,0,5.48,1.45
20210425:1910,0,0,0,5.68,0.48
20210425:2010,0,0,0,3.67,1.24
20210425:2110,0,0,0,3.14,1.45
20210425:2210,0,0,0,2.78,1.31
20210425:2310,0,0,0,2.89,1.03
20210426:0010,0,0,0,3.23,0.62
20210426:0110,0,0,0,3.76,0.55
20210426:0210,0,0,0,2.58,1.1
20210426:0310,0,2,3.42,2.55,1.31
20210426:0410,25.49,64,12.76,2.96,1.24
20210426:0510,26.99,67,22.29,3.89,1.03
20210426:0610,251.08,496,31.62,4.28,1.17
20210426:0710,326.78,639.01,40.23,4.79,2.14
20210426:0810,163.79,326,47.36,6.18,2.9
20210426:0910,306.59,603,51.96,7.21,3.38
20210426:1010,180,359,52.95,7.9,3.45
20210426:1110,256.81,508,50.05,8.57,3.59
20210426:1210,335.47,661.01,44.03,8.86,3.66
20210426:1310,75.68,162,36.05,8.92,3.66
20210426:1410,111.51,230,27.01,8.72,3.38
20210426:1510,77.44,169,17.52,8.41,3.03
20210426:1610,30.13,92,8.04,7.85,2.14
20210426:1710,0,0,0,6.95,2.14
20210426:1810,0,0,0,5.6,2.41
20210426:1910,0,0,0,4.24,2.34
20210426:2010,0,0,0,3.49,2.34
20210426:2110,0,0,0,2.69,2.28
20210426:2210,0,0,0,1.95,2.28
20210426:2310,0,0,0,1.34,2.28
20210427:0010,0,0,0,0.99,2.28
20210427:0110,0,0,0,0.67,2.34
20210427:0210,0,0,0,0.39,2.34
20210427:0310,0,3,3.69,0.08,2.34
20210427:0410,26.3,65,13.03,0.82,2.14
20210427:0510,104.56,213,22.56,2.55,2.41
20210427:0610,242.99,474,31.9,4.2,2.69
20210427:0710,265.76,519,40.52,5.18,2.55
20210427:0810,347.24,682.01,47.67,6.54,2.97
20210427:0910,322.12,637,52.28,7.38,2.83
20210427:1010,281.11,557,53.27,8.02,2.97
20210427:1110,253.96,503,50.34,8.36,3.24
20210427:1210,207.23,412,44.29,8.67,3.38
20210427:1310,181.21,362,36.29,8.56,3.03
20210427:1410,74.14,159,27.23,8.45,2.83
20210427:1510,59.44,132,17.74,8.11,2.69
20210427:1610,32.32,98,8.26,7.67,2.07
20210427:1710,0,0,0,6.61,1.72
20210427:1810,0,0,0,5.14,2
20210427:1910,0,0,0,3.88,2.07
20210427:2010,0,0,0,2.79,2.07
20210427:2110,0,0,0,1.8,1.93
20210427:2210,0,0,0,0.97,1.93
20210427:2310,0,0,0,0.35,1.93
20210428:0010,0,0,0,-0.11,2.07
20210428:0110,0,0,0,-0.47,2.14
20210428:0210,0,0,0,-0.8,2.14
20210428:0310,0.64,8,3.96,-1.12,2.07
20210428:0410,78.59,184,13.29,0.17,1.45
20210428:0510,180.74,370,22.83,3.99,1.17
20210428:0610,268.54,536,32.17,6.23,1.1
20210428:0710,338.15,680.01,40.8,7.88,1.17
20210428:0810,395.75,803.01,47.97,9.15,1.66
20210428:0910,417.98,851.01,52.6,10.18,2.14
20210428:1010,419.26,860.01,53.58,10.89,1.93
20210428:1110,409.05,841.01,50.62,11.5,1.79
20210428:1210,365.93,750.01,44.55,12.02,1.59
20210428:1310,297.34,608.01,36.52,12.25,1.31
20210428:1410,215.21,447,27.45,12.41,1.1
20210428:1510,122.53,276,17.95,12.3,1.03
20210428:1610,33.22,101,8.47,11.67,1.1
20210428:1710,0,0,0,10.22,1.93
20210428:1810,0,0,0,8.67,2.28
20210428:1910,0,0,0,7.56,2.41
20210428:2010,0,0,0,6.44,2.62
20210428:2110,0,0,0,5.7,2.9
20210428:2210,0,0,0,5.23,2.97
20210428:2310,0,0,0,4.72,2.9
20210429:0010,0,0,0,4.09,2.62
20210429:0110,0,0,0,3.34,2.34
20210429:0210,0,0,0,2.5,2.21
20210429:0310,0,3,4.23,1.87,2.21
20210429:0410,51.81,118,13.55,3.1,1.86
20210429:0510,30.68,75,23.09,6.81,2
20210429:0610,147.58,299,32.44,8.79,2.41
20210429:0710,324.08,643.01,41.08,10.34,3.45
20210429:0810,369.85,735.01,48.27,11.32,4.34
20210429:0910,394.84,789.01,52.91,11.83,4.41
20210429:1010,412.9,830.01,53.89,12.57,4.28
20210429:1110,395.74,796.01,50.91,13.47,4.41
20210429:1210,355.16,714.01,44.8,14.34,4.48
20210429:1310,294.53,593.01,36.74,14.65,4.48
20210429:1410,218.39,450,27.66,14.65,3.86
20210429:1510,118.89,267,18.16,14.46,3.24
20210429:1610,33.57,101,8.69,13.7,2.83
20210429:1710,0,0,0,12.38,2.83
20210429:1810,0,0,0,11.46,3.1
20210429:1910,0,0,0,11.12,3.59
20210429:2010,0,0,0,10.88,3.79
20210429:2110,0,0,0,10.86,3.86
20210429:2210,0,0,0,10.84,3.79
20210429:2310,0,0,0,10.43,3.66
20210430:0010,0,0,0,9.9,3.45
20210430:0110,0,0,0,9.35,3.38
20210430:0210,0,0,0,8.92,3.45
20210430:0310,0,3,4.49,8.64,3.45
20210430:0410,3.17,16,13.81,9.35,3.52
20210430:0510,26.65,68,23.34,10.81,3.66
20210430:0610,151.29,309,32.7,12.24,4.07
20210430:0710,264.35,532,41.36,14.2,4.34
20210430:0810,372.56,755.01,48.56,15.78,4.48
20210430:0910,392.82,803.01,53.22,16.93,4.48
20210430:1010,285.64,588,54.19,18.2,4.41
20210430:1110,346.16,714.01,51.19,19.11,4.41
20210430:1210,132.75,282,45.05,19.15,4.34
20210430:1310,187.84,391,36.97,18.67,3.72
20210430:1410,64.56,147,27.87,18.9,3.59
20210430:1510,36.75,91,18.37,18.32,3.45
20210430:1610,1.39,11,8.9,16.45,3.72
20210430:1710,0,0,0,15.28,3.59
20210430:1810,0,0,0,14.46,3.52
20210430:1910,0,0,0,14.47,3.1
20210430:2010,0,0,0,13.41,2.9
20210430:2110,0,0,0,12.37,2.83
20210430:2210,0,0,0,11.78,2.69
20210430:2310,0,0,0,11.31,2.28
20210501:0010,0,0,0,10.78,2.07
20210501:0110,0,0,0,10.16,2.07
20210501:0210,0,0,0,9.53,2
20210501:0310,0,5,4.75,8.94,1.93
20210501:0410,66.3,155,14.06,9.66,1.59
20210501:0510,162.38,342,23.59,12.13,1.59
20210501:0610,245.46,506,32.95,14.03,1.31
20210501:0710,312.37,657.01,41.63,16.89,0.9
20210501:0810,353.95,750.01,48.85,18.64,1.52
20210501:0910,350.69,744.01,53.52,19.31,1.86
20210501:1010,360.52,768.01,54.49,19.96,1.93
20210501:1110,360.97,771.01,51.46,20.3,1.72
20210501:1210,309.83,664.01,45.3,20.57,0.97
20210501:1310,260.18,556,37.19,20.57,0.76
20210501:1410,130.74,284,28.08,20.48,0.9
20210501:1510,117.74,272,18.58,19.9,1.31
20210501:1610,34.97,105,9.12,18.54,1.93
20210501:1710,0,0,0,16.95,2.28
20210501:1810,0,0,0,15.82,2.48
20210501:1910,0,0,0,15.55,2.62
20210501:2010,0,0,0,14.93,2.62
20210501:2110,0,0,0,14.3,2.62
20210501:2210,0,0,0,13.88,2.76
20210501:2310,0,0,0,13.56,2.69
20210502:0010,0,0,0,13.19,2.48
20210502:0110,0,0,0,12.83,2.21
20210502:0210,0,0,0,12.24,2.21
20210502:0310,0,4,5,12.2,2.21
20210502:0410,4.22,19,14.31,12.86,2.14
20210502:0510,28.55,73,23.84,14.49,2.14
20210502:0610,46.1,109,33.21,16.3,2.76
20210502:0710,49.8,117,41.89,17.58,2.69
20210502:0810,66.44,151,49.14,19.13,3.1
20210502:0910,50.57,120,53.82,20.87,4.07
20210502:1010,74.2,168,54.79,21.62,4
20210502:1110,155.08,330,51.74,21.63,4.69
20210502:1210,58.72,136,45.54,20.31,4.69
20210502:1310,42.35,103,37.42,20.4,5.03
20210502:1410,75.95,170,28.29,19.88,4.9
20210502:1510,9.65,33,18.79,19.3,4.76
20210502:1610,19.88,57,9.33,18.34,4.9
20210502:1710,0,0,0,17.58,4.97
20210502:1810,0,0,0,16.99,4.76
20210502:1910,0,0,0,15.93,3.66
20210502:2010,0,0,0,15.56,3.52
20210502:2110,0,0,0,15.18,3.45
20210502:2210,0,0,0,14.81,3.38
20210502:2310,0,0,0,14.54,3.52
20210503:0010,0,0,0,14.39,3.86
20210503:0110,0,0,0,13.74,4.21
20210503:0210,0,0,0,12.26,4.55
20210503:0310,10.59,45.81,5.25,10.51,4.62
20210503:0410,82.69,193,14.55,9.48,5.03
20210503:0510,182.46,372,24.08,9.23,5.52
20210503:0610,277.48,545,33.45,9.81,5.72
20210503:0710,267.89,529,42.15,11.22,5.66
20210503:0810,327.3,648.01,49.41,12.1,5.79
20210503:0910,358.67,712.01,54.12,12.87,6.34
20210503:1010,386.72,769.01,55.08,13.19,6.34
20210503:1110,397.6,790.01,52.01,13.85,6.69
20210503:1210,355.93,706.01,45.78,14.23,6.83
20210503:1310,286.9,570,37.63,13.99,6.76
20210503:1410,58.82,132,28.5,13.36,6.9
20210503:1510,48.62,112,18.99,12.3,6.55
20210503:1610,14.14,42,9.54,11.28,5.79
20210503:1710,0,0,0,10.28,4.97
20210503:1810,0,0,0,9.41,4.69
20210503:1910,0,0,0,8.37,4.62
20210503:2010,0,0,0,7.71,4.55
20210503:2110,0,0,0,7.17,4.48
20210503:2210,0,0,0,6.72,4.28
20210503:2310,0,0,0,6.32,4.21
20210504:0010,0,0,0,5.98,4.07
20210504:0110,0,0,0,5.69,3.93
20210504:0210,0,0,0,5.36,3.79
20210504:0310,8.53,30.35,5.49,5.16,3.86
20210504:0410,86.86,198,14.79,5.75,3.59
20210504:0510,178.45,360,24.32,6.88,4.55
20210504:0610,267.44,521,33.69,8.1,5.93
20210504:0710,258.01,506,42.41,8.85,5.03
20210504:0810,255.77,506,49.69,9.93,4.83
20210504:0910,225.85,451,54.41,11,4.83
20210504:1010,378,754.01,55.37,11.76,4.83
20210504:1110,97.6,206,52.27,12.28,4.76
20210504:1210,243.11,487,46.02,12.67,4.83
20210504:1310,262.54,523,37.85,12.6,5.1
20210504:1410,212.98,431,28.71,12.6,4.97
20210504:1510,107.92,234,19.19,12.62,4.48
20210504:1610,41.23,114,9.74,12.19,3.24
20210504:1710,0,0,0,10.97,2.62
20210504:1810,0,0,0,9.55,2.48
20210504:1910,0,0,0,8.51,1.79
20210504:2010,0,0,0,7.17,2.28
20210504:2110,0,0,0,6.59,2.55
20210504:2210,0,0,0,6.54,2.76
20210504:2310,0,0,0,6.73,2.97
20210505:0010,0,0,0,7.16,3.24
20210505:0110,0,0,0,7.37,3.59
20210505:0210,0,0,0,7.47,3.72
20210505:0310,11.38,38.48,5.73,7.65,3.72
20210505:0410,89.23,206,15.02,8.37,3.66
20210505:0510,169.28,348,24.55,10.3,3.38
20210505:0610,270.89,543,33.93,12.53,4
20210505:0710,343.7,691.01,42.66,13.7,3.93
20210505:0810,398.45,811.01,49.96,15.28,4.07
20210505:0910,409.25,838.01,54.69,16.63,4.48
20210505:1010,402.08,825.01,55.66,17.76,4.97
20210505:1110,386.12,792.01,52.53,18.6,5.24
20210505:1210,361.83,741.01,46.25,19.05,5.24
20210505:1310,297.58,610,38.06,19.34,5.17
20210505:1410,185.38,388,28.91,19.17,4.76
20210505:1510,120.46,270,19.39,18.68,3.72
20210505:1610,26.03,71,9.95,17.66,3.31
20210505:1710,0,0,0,16.37,3.59
20210505:1810,0,0,0,15.52,4.34
20210505:1910,0,0,0,15.4,4.34
20210505:2010,0,0,0,14.83,4.9
20210505:2110,0,0,0,14.02,5.24
20210505:2210,0,0,0,13.55,5.59
20210505:2310,0,0,0,12.94,5.38
20210506:0010,0,0,0,12.44,5.45
20210506:0110,0,0,0,11.76,5.59
20210506:0210,0,0,0,10.98,5.45
20210506:0310,1.14,10,5.96,10.42,5.17
20210506:0410,4.28,19,15.24,10.6,4.41
20210506:0510,21.2,57,24.77,11.59,4.97
20210506:0610,56.32,127,34.16,12.75,5.24
20210506:0710,50.52,116,42.9,13.19,4.97
20210506:0810,153.94,315,50.22,12.65,4.28
20210506:0910,171.03,349,54.97,12.85,3.93
20210506:1010,224.08,454,55.94,13.27,3.93
20210506:1110,313.76,634,52.79,13.9,4
20210506:1210,267.86,541,46.48,14.43,4.28
20210506:1310,224.56,455,38.28,14.73,4.34
20210506:1410,141.51,294,29.11,14.79,4.21
20210506:1510,133.72,294,19.59,14.56,4
20210506:1610,45.81,129,10.15,13.86,3.03
20210506:1710,0,0,0,12.57,2.14
20210506:1810,0,0,0,11.23,2
20210506:1910,0,0,0,10.42,2.34
20210506:2010,0,0,0,9.49,2.28
20210506:2110,0,0,0,8.59,2.21
20210506:2210,0,0,0,8,2.07
20210506:2310,0,0,0,7.13,2
20210507:0010,0,0,0,6.58,1.72
20210507:0110,0,0,0,5.41,1.86
20210507:0210,0,0,0,4.51,2
20210507:0310,0.1,6,6.19,4.33,2.07
20210507:0410,78.17,175,15.46,6.66,1.93
20210507:0510,180.31,372,24.99,10.17,2.07
20210507:0610,157.88,323,34.39,12.24,2.83
20210507:0710,95.53,204,43.14,13.94,3.45
20210507:0810,91.49,197,50.48,15.21,4.14
20210507:0910,232.24,475,55.25,15.98,4.41
20210507:1010,107.35,229,56.21,17.05,5.86
20210507:1110,205.69,422,53.05,17.11,5.86
20210507:1210,135.01,283,46.71,17.23,6.14
20210507:1310,186.52,383,38.48,16.58,5.03
20210507:1410,96.15,207,29.31,16.38,4.41
20210507:1510,8.55,30,19.79,15.76,3.38
20210507:1610,15.66,46,10.35,15.18,2.97
20210507:1710,0,0,0,14.07,3.38
20210507:1810,0,0,0,13.24,3.24
20210507:1910,0,0,0,12.55,2.97
20210507:2010,0,0,0,12.1,2.48
20210507:2110,0,0,0,11.78,2.28
20210507:2210,0,0,0,11.75,1.93
20210507:2310,0,0,0,11.63,1.72
20210508:0010,0,0,0,11.58,1.66
20210508:0110,0,0,0,11.38,1.86
20210508:0210,0,0,0,11.15,2.14
20210508:0310,1.76,12,6.41,10.94,2.62
20210508:0410,4.27,19,15.68,10.68,3.03
20210508:0510,58.92,131,25.21,10.38,3.59
20210508:0610,29.25,73,34.61,10.06,4.28
20210508:0710,51.88,117,43.37,9.85,5.1
20210508:0810,126.11,257,50.73,9.24,5.1
20210508:0910,134.59,273,55.52,9.09,4.9
20210508:1010,84.56,179,56.48,9.67,5.03
20210508:1110,72.25,156,53.3,10.13,5.03
20210508:1210,190.65,382,46.94,10.85,4.83
20210508:1310,177.71,357,38.69,11.06,4.83
20210508:1410,23.2,61,29.5,11.06,4.62
20210508:1510,95.92,205,19.98,10.38,4.62
20210508:1610,48.91,132,10.55,9.75,3.86
20210508:1710,0,0,0,9.13,4.07
20210508:1810,0,0,0,8.43,4.07
20210508:1910,0,0,0,7.13,3.93
20210508:2010,0,0,0,6.6,4
20210508:2110,0,0,0,6.13,3.72
20210508:2210,0,0,0,5.82,3.66
20210508:2310,0,0,0,5.5,3.59
20210509:0010,0,0,0,5.11,3.45
20210509:0110,0,0,0,4.74,3.38
20210509:0210,0,0,0,4.38,3.31
20210509:0310,21.49,70,6.63,4.24,3.24
20210509:0410,105.19,236,15.89,5.13,2.97
20210509:0510,201.46,405,25.42,6.76,3.59
20210509:0610,291.71,574,34.82,8.45,3.72
20210509:0710,355.29,696.01,43.6,9.95,5.24
20210509:0810,360.68,711.01,50.98,10.59,5.38
20210509:0910,342.5,681,55.78,11.43,5.03
20210509:1010,261.25,522,56.75,12.09,5.24
20210509:1110,298.32,596,53.55,12.44,4.97
20210509:1210,224.39,451,47.16,12.92,4.97
20210509:1310,238.63,479,38.89,13.2,4.55
20210509:1410,172.85,353,29.69,12.95,3.79
20210509:1510,127.06,274,20.17,12.58,3.1
20210509:1610,52.83,144,10.75,12.2,2.14
20210509:1710,0,1,1.78,11.31,1.59
20210509:1810,0,0,0,9.96,1.59
20210509:1910,0,0,0,11.09,0.83
20210509:2010,0,0,0,10.34,0.48
20210509:2110,0,0,0,9.66,0.76
20210509:2210,0,0,0,6.99,1.52
20210509:2310,0,0,0,6.19,1.59
20210510:0010,0,0,0,5.79,1.52
20210510:0110,0,0,0,4.36,1.79
20210510:0210,0,0,0,3.83,1.79
20210510:0310,23.42,77,6.84,3.82,1.72
20210510:0410,103.94,234,16.1,5.74,1.17
20210510:0510,196.03,405,25.62,9.82,1.17
20210510:0610,282.55,576,35.03,12.04,1.45
20210510:0710,347.06,720.01,43.82,13.44,1.03
20210510:0810,385.35,819.01,51.22,14.64,0.62
20210510:0910,404.39,877.01,56.04,15.42,0.28
20210510:1010,414.54,897.01,57.01,16.04,0.62
20210510:1110,405.07,866.01,53.79,16.55,1.1
20210510:1210,370.54,781.01,47.38,16.86,1.45
20210510:1310,306.08,637,39.09,16.96,1.72
20210510:1410,224.97,470,29.89,16.83,2
20210510:1510,140.74,311,20.36,16.43,2.21
20210510:1610,52.52,144,10.94,15.5,1.93
20210510:1710,0,3,1.98,13.92,2.07
20210510:1810,0,0,0,12.14,2.28
20210510:1910,0,0,0,11.26,2.28
20210510:2010,0,0,0,9.58,2.28
20210510:2110,0,0,0,8.21,2.21
20210510:2210,0,0,0,7.21,2.21
20210510:2310,0,0,0,6.5,2.34
20210511:0010,0,0,0,6.01,2.48
20210511:0110,0,0,0,5.68,2.55
20210511:0210,0,0,0,5.5,2.55
20210511:0310,24.71,80,7.05,5.79,2.41
20210511:0410,103.03,233,16.3,8.09,2.21
20210511:0510,195.11,401,25.82,10.98,2.69
20210511:0610,275.65,555,35.23,12.69,3.1
20210511:0710,346.91,705.01,44.04,15.16,3.45
20210511:0810,392.17,806.01,51.46,16.74,3.72
20210511:0910,415.49,862.01,56.3,18.11,3.93
20210511:1010,416.8,869.01,57.27,19.23,4.07
20210511:1110,406.7,848.01,54.03,20.08,4.28
20210511:1210,364.48,756.01,47.59,20.59,4.48
20210511:1310,299.81,620,39.29,20.8,4.69
20210511:1410,219.44,460,30.07,20.72,4.62
20210511:1510,128.32,286,20.55,20.28,4
20210511:1610,27.65,74,11.13,19.33,3.38
20210511:1710,0,1,2.18,17.87,2.9
20210511:1810,0,0,0,16.44,2.76
20210511:1910,0,0,0,16.03,3.03
